"","date","amount.x","cum_rolling_365_all","amount.y","cum_rolling_365_private","cum_rolling_365_health","cum_rolling_365_pubad","cum_rolling_365_realestate","cum_rolling_365_computing","cum_rolling_365_management","cum_rolling_365_bussup","cum_rolling_365_residential","cum_rolling_365_socialwork","cum_rolling_365_legal","cum_rolling_365_transport","cum_rolling_365_private2","cum_rolling_365_pubad2","cum_rolling_365_computing2","cum_rolling_365_legal2","cum_rolling_365_management2","cum_rolling_365_realestate2","cum_rolling_365_transport2","cum_rolling_365_health2","cum_rolling_365_bussup2","cum_rolling_365_residential2","cum_rolling_365_socialwork2","Rolling_Percent"
"11",2013-06-30,1508420403,4779582128,56974001,134143257,118243217,3120712,4405863,1459128,15173514,794625,8093343,1560552,5279366,674896,134143257,0.0652925698612454,0.0305283591938312,0.110456643669164,0.317465284488151,0.0921809246500722,0.0141203975980722,2.47392374130996,0.0166254073833126,0.169331602287722,0.0326503857075264,2.80658964335302
"12",2013-07-31,1915325367,6694907495,102140036,236283293,189813215,10923014,15408300,2528134,20827567,1124492,12646377,2089061,10590464,1315834,236283293,0.163154069091436,0.0377620452842418,0.158186860802921,0.311095665108962,0.230149557876752,0.0196542521458693,2.83518801629088,0.0167962290866575,0.188895470317473,0.0312037321137026,3.52929884657055
"13",2013-08-01,479208,6695386703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236283293,0.163142391687484,0.0377593425465212,0.158175538916292,0.311073399101321,0.230133085413812,0.0196528454347591,2.83498509376539,0.0167950269324421,0.18888195052772,0.0312014987732367,3.5290462445452
"14",2013-08-09,236412,6695623115,57325,236340618,190049627,NA,NA,NA,NA,NA,NA,NA,NA,NA,236340618,0.163136631384307,0.03775800932308,0.158169953984932,0.3110624155852,0.230124959773815,0.0196521515234658,2.83841583876245,0.016794433926259,0.188875281400901,0.0312003970970221,3.52977779574441
"15",2013-08-12,-85155,6695537960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236340618,0.163138706183961,0.0377584895359177,0.158171965617532,0.311066371730346,0.230127886542518,0.019652401462899,2.83845193822185,0.0167946475207498,0.18887768354912,0.031200793909023,3.52982268806374
"16",2013-08-13,968748,6696506708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236340618,0.163115105775236,0.0377530272161119,0.158149083720742,0.311021371413222,0.230094595165453,0.0196495584545303,2.83804131448053,0.0167922179284406,0.188850359619471,0.0311962802561565,3.52931204739413
"17",2013-08-15,21950492,6718457200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236340618,0.162582177348692,0.0376296808142203,0.157632380243488,0.310005204766356,0.229342831863244,0.0195853595673721,2.82876888759521,0.0167373545224043,0.188233349168318,0.0310943560078049,3.51778110605512
"18",2013-08-16,208910,6718666110,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118551,NA,NA,236340618,0.162577122023407,0.0376285107580677,0.157627478827044,0.309995565473933,0.229335700684194,0.0195847505807965,2.82868092994132,0.0167368340916111,0.188227496246275,0.0315323155714907,3.51767172427623
"19",2013-08-20,357100,6719023210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236340618,0.162568481438539,0.0376265108927939,0.157619101303863,0.309979089951678,0.229323512040674,0.0195837096981839,2.82853059232102,0.0167359445689428,0.188217492405418,0.0315306397043983,3.51748476844449
"20",2013-08-23,52146,6719075356,52146,236392764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236392764,0.162567219762552,0.0376262188776083,0.157617878039468,0.309976684238277,0.229321732286284,0.019583557711181,2.82850864040823,0.0167358146831297,0.188216031670296,0.0315303949985942,3.51823355856407
"21",2013-08-29,106570,6719181926,47000,236439764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236439764,0.162564641355121,0.0376256221046395,0.157615378131376,0.309971767833928,0.229318095114783,0.0195832471049542,2.82846377867221,0.0167355492437071,0.188213046458299,0.0315298949088166,3.51887724731923
"22",2013-08-30,89211,6719271137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236439764,0.162562483002835,0.0376251225535267,0.157613285489896,0.30996765237396,0.22931505048447,0.0195829871004058,2.82842622547976,0.0167353270477199,0.18821054757505,0.0315294762899817,3.51883052758554
"23",2013-08-31,1549966149,8269237286,64712537,301152301,230992599,15122541,22514550,3281413,28703459,1535717,16140270,2917606,NA,1619683,301152301,0.182877095879239,0.0396821724484253,0.128070626512676,0.347111323659748,0.27226876217614,0.0195868487501521,2.79339667022345,0.0185714467596667,0.1951845066452,0.0352826494039489,3.6418389094948
"24",2013-09-02,122000,8269359286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301152301,0.182874397846063,0.0396815870070541,0.128068737053542,0.347106202636459,0.272264745324551,0.0195865597802978,2.79335545851865,0.0185711727703011,0.195181627037604,0.0352821288698811,3.64178518050183
"25",2013-09-06,179087,8269538373,NA,NA,231171686,NA,NA,NA,NA,NA,NA,NA,NA,NA,301152301,0.182870437476595,0.0396807276535991,0.128065963567904,0.34709868562575,0.272258849097428,0.0195861356093135,2.79546058767651,0.0185707705887684,0.195177400139987,0.0352813647920901,3.64170631317536
"26",2013-09-10,2478898,8272017271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301152301,0.182815636193321,0.0396688364216062,0.128027585690954,0.346994669614974,0.272177260544794,0.0195802661785811,2.79462286436998,0.0185652054352438,0.195118910795611,0.0352707919291771,3.64061499310184
"27",2013-09-11,127207,8272144478,127207,301279508,231298893,NA,NA,NA,NA,NA,NA,NA,NA,NA,301279508,0.182812824899502,0.0396682264040118,0.128025616914279,0.346989333616424,0.27217307506993,0.0195799650780713,2.79611766471374,0.018564919944088,0.195115910305067,0.0352702495436275,3.64209678398705
"28",2013-09-13,22243378,8294387856,57325,301336833,231356218,NA,NA,NA,NA,NA,NA,NA,NA,NA,301336833,0.182322568736168,0.039561846600003,0.127682285707668,0.346058799013558,0.271443178096783,0.0195274567348373,2.78931033870862,0.0185151336863165,0.194592660485782,0.0351756639628259,3.6330207633348
"29",2013-09-20,128565,8294516421,30949,301367782,NA,NA,NA,NA,NA,NA,NA,2943602,NA,NA,301367782,0.182319742736452,0.0395612333914023,0.127680306632309,0.346053435102362,0.27143897072767,0.0195271540592686,2.78926710439989,0.0185148467017545,0.19458964429965,0.0354885306218384,3.63333757754701
"30",2013-09-27,76168,8294592589,28772,301396554,231403614,NA,NA,NA,NA,NA,16169042,NA,NA,NA,301396554,0.182318068521593,0.0395608701065281,0.127679134163198,0.346050257345557,0.271436478144303,0.0195269747443409,2.78981289939279,0.0185146766826934,0.194934734003004,0.0354882047359831,3.63365108974372
"31",2013-09-30,1638942492,9933535081,67069689,368466243,276725591,16475954,27244331,3999544,37161577,2065372,20751802,3678746,10819766,2329574,368466243,0.165861940041001,0.0402630480225512,0.108921606575841,0.374102237491257,0.274266218197695,0.0234516109421691,2.7857715178285,0.0207919132832224,0.208906515462881,0.0370336035459963,3.70931637121582
"32",2013-10-24,35744,9933570825,35744,368501987,276761335,NA,NA,NA,NA,NA,NA,NA,NA,NA,368501987,0.165861343219446,0.0402629031438954,0.108921214642872,0.374100891357967,0.274265231304675,0.0234515265561616,2.78612132410099,0.0207918384676137,0.208905763753892,0.037033470287861,3.70966285429389
"33",2013-10-29,130798,9933701623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368501987,0.165859159307266,0.0402623729983962,0.108919780466815,0.374095965535727,0.274261620028126,0.023451217767667,2.78608463897487,0.0207915646994866,0.208903013071706,0.0370329826646133,3.70961400880804
"34",2013-10-31,1608377400,11542079023,73867887,442369874,334175014,16595004,27492608,4129756,41283872,2533479,27274956,5382419,16132951,2831930,442369874,0.143778291302035,0.0357800010879374,0.139775087034595,0.357681418726499,0.238194591678113,0.0245357010150146,2.89527574134683,0.0219499363585322,0.236308865548823,0.046633011169603,3.83267064034552
"35",2013-11-01,35815,11542114838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442369874,0.143777845160268,0.0357798900631593,0.139774653314708,0.357680308846707,0.238193852564058,0.024535624881122,2.89526675735194,0.0219498682482265,0.236308132286147,0.0466328664681061,3.83265874762907
"36",2013-11-05,283830,11542398668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442369874,0.143774309632952,0.0357790102281711,0.139771216226717,0.357671513413021,0.23818799532735,0.0245350215449689,2.89519556213617,0.0219493284963704,0.236302321419695,0.0466317197561556,3.83256450174798
"37",2013-11-08,464940,11542863608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442369874,0.143768518485296,0.0357775690699299,0.139765586321394,0.357657106607302,0.238178401249979,0.0245340332882152,2.89507894530083,0.0219484443898663,0.236292803296199,0.0466298414569294,3.83241012822336
"38",2013-11-12,396381,11543259989,167294,442537168,334354101,NA,NA,NA,NA,NA,NA,NA,NA,NA,442537168,0.143763581655563,0.0357763405132987,0.139760786947307,0.357644825113018,0.238170222503857,0.0245331908204325,2.89653097408027,0.0219476907079477,0.236284689299135,0.0466282402469416,3.8337278067176
"39",2013-11-15,22727461,11565987450,36480,442573648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442573648,0.143481082542589,0.0357060390896412,0.139486153428257,0.356942043889214,0.237702211928304,0.0244849824733296,2.89083921667233,0.0219045629346589,0.235820383844529,0.046536614562901,3.82650984114633
"40",2013-11-18,-131393,11565856057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442573648,0.143482712548166,0.035706444725296,0.139487738049756,0.356946098901289,0.237704912325626,0.0244852606330513,2.89087205782437,0.021904811779727,0.235823062863491,0.0465371432384583,3.82655331191107
"41",2013-11-19,52146,11565908203,52146,442625794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442625794,0.143482065642675,0.0357062837393851,0.139487109155988,0.356944489575766,0.237703840610363,0.0244851502389189,2.89085902405203,0.0219047130197943,0.235821999632725,0.0465369334213105,3.82698691906607
"42",2013-11-21,0,11565908203,0,442625794,334354101,NA,NA,NA,NA,NA,NA,NA,NA,NA,442625794,0.143482065642675,0.0357062837393851,0.139487109155988,0.356944489575766,0.237703840610363,0.0244851502389189,2.89085902405203,0.0219047130197943,0.235821999632725,0.0465369334213105,3.82698691906607
"43",2013-11-22,481975,11566390178,65995,442691789,334450650,NA,NA,NA,41349867,NA,NA,5413802,NA,NA,442691789,0.143476086701318,0.0357047958476713,0.139481296685684,0.357500191188864,0.237693935418958,0.0244841299352542,2.89157329860916,0.0219038002437341,0.235812172858207,0.0468063234655303,3.82739802295471
"44",2013-11-25,683014,11567073192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442691789,0.143467614707214,0.0357026875463727,0.139473060576446,0.357479081472384,0.237679900037413,0.0244826841932548,2.8914025566235,0.0219025068653685,0.235798248591215,0.0468035596398256,3.82717202227244
"45",2013-11-26,128013,11567201205,128013,442819802,334495935,NA,NA,NA,NA,NA,NA,NA,NA,NA,442819802,0.143466026966201,0.0357022924284821,0.139471517042743,0.357475125288961,0.23767726965894,0.024482413245962,2.89176205265118,0.021902264472627,0.235795639036781,0.0468030416697502,3.82823635685172
"46",2013-11-27,32155,11567233360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442819802,0.14346562815432,0.0357021931820004,0.139471129334941,0.357474131567101,0.23767660895535,0.0244823451888931,2.89175401402985,0.0219022035879459,0.235794983563814,0.0468029115650175,3.82822571498635
"47",2013-11-29,183997,11567417357,81499,442901301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442901301,0.143463346119846,0.0357016252854479,0.139468910838919,0.357468445408665,0.237672828354921,0.0244819557607322,2.89170801637567,0.0219018552007797,0.235791232893439,0.0468021670950072,3.82886937793404
"48",2013-11-30,1660993771,13228411128,51181694,494082995,374370377,NA,28827485,4443661,45932696,3063224,31914300,6497397,NA,4016320,494082995,0.125449714553202,0.033591796905936,0.121956830974599,0.347227611506391,0.217920993844696,0.0303613182349529,2.83004794285223,0.0231564015538964,0.241255731252927,0.0491169871961965,3.73501390468728
"49",2013-12-02,51100,13228462228,51100,494134095,374421477,NA,NA,NA,NA,NA,NA,NA,NA,NA,494134095,0.12544922995565,0.0335916671447595,0.121956359869647,0.347226270206802,0.217920152041424,0.0303612009527371,2.83042329899451,0.0231563121034298,0.241254799310298,0.0491167974630286,3.73538576505206
"50",2013-12-03,14183333,13242645561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494134095,0.12531486947648,0.0335556893034026,0.121825740375564,0.346854378820447,0.21768675199537,0.0303286830527896,2.82739181740756,0.0231315108894954,0.240996407047158,0.0490641916682799,3.731385037256
"51",2013-12-04,11305249,13253950810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494134095,0.125207979400974,0.0335270672398097,0.121721826429504,0.346558521745412,0.217501071290003,0.0303028135351892,2.82498013133942,0.0231117803582674,0.240790843858579,0.0490223412863262,3.72820227027838
"52",2013-12-06,120961,13254071771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494134095,0.125206836711945,0.0335267612608132,0.121720715556249,0.346555358938836,0.21749908630399,0.030302536981788,2.82495434964549,0.0231115694325902,0.240788646322474,0.0490218938923837,3.72816824548339
"53",2013-12-09,598060,13254669831,50142,494184237,374471619,NA,NA,NA,NA,NA,NA,NA,NA,NA,494184237,0.125201187291649,0.0335252485098284,0.121715223432184,0.346539722117956,0.217489272592655,0.0303011697100643,2.82520518258543,0.0231105266223662,0.240777781769855,0.0490196819901458,3.72837832477881
"54",2013-12-12,471014,13255140845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494184237,0.125196738337638,0.0335240572089146,0.121710898349945,0.346527408023177,0.217481544233263,0.0303000929749834,2.82510479050289,0.0231097054027569,0.240769225866343,0.0490179401032234,3.72824583894491
"55",2013-12-16,941825,13256082670,32741,494216978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494216978,0.125187843295187,0.0335216753744038,0.121702250971252,0.346502787765128,0.217466092492315,0.0302979401983467,2.82490407100034,0.0231080634924857,0.240752119570178,0.0490144574513279,3.72822794111316
"56",2013-12-17,2352719,13258435389,1929977,496146955,376401596,NA,NA,NA,NA,NA,NA,NA,NA,NA,496146955,0.12516562862137,0.033515726928735,0.121680654818327,0.346441300593496,0.217427502976083,0.0302925638068288,2.83895938665799,0.0231039629498171,0.240709397931509,0.0490057598002147,3.74212296129326
"57",2013-12-18,1267600,13259702989,1163600,497310555,NA,17758604,NA,NA,NA,NA,NA,NA,NA,NA,497310555,0.133929123561306,0.0335125228950179,0.121669022401057,0.346408181526426,0.217406717359467,0.0302896679007958,2.83868798805113,0.0231017542590599,0.240686386614206,0.0490010749516043,3.75054068264244
"58",2013-12-20,138572,13259841561,41291,497351846,376442887,NA,NA,NA,NA,NA,NA,NA,NA,NA,497351846,0.13392772393474,0.0335121726723323,0.121667750898702,0.346404561387051,0.217404445350145,0.0302893513585626,2.83896972123105,0.0231015128341321,0.240683871320655,0.0490005628657753,3.75081288650399
"59",2013-12-24,80605,13259922166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497351846,0.133926909808982,0.0335119689570582,0.121667011299409,0.346402455647717,0.217403123782409,0.0302891672343169,2.83895246357663,0.0231013724036365,0.240682408240917,0.0490002649989914,3.7507900858971
"60",2013-12-30,28772,13259950938,28772,497380618,NA,NA,NA,NA,NA,NA,31943072,NA,NA,NA,497380618,0.133926619208732,0.0335118962413766,0.121666747301203,0.34640170400908,0.217402652051954,0.0302891015116062,2.838946303498,0.0231013222773057,0.240898870209681,0.0490001586761527,3.75099893148639
"61",2013-12-31,1571122213,14831073151,78991945,576372563,431247914,20659325,35413865,5126323,53344608,3781413,37404597,7548185,16247602,6005211,576372563,0.13929757334254,0.0345647475931595,0.109551088006767,0.359681376100577,0.238781540886758,0.0404907381877156,2.9077323644036,0.0254965568674647,0.252204251298416,0.0508943953222364,3.88624988314576
"62",2014-01-01,4328990,14835402141,395122,576767685,431643036,NA,NA,NA,NA,NA,NA,7575685,NA,NA,576767685,0.139256926126085,0.0345546615540174,0.109519120854144,0.359576420598493,0.238711864116768,0.0404789229366668,2.90954725660645,0.0254891169383907,0.252130657763745,0.0510649116754536,3.88777924264021
"63",2014-01-04,645256,14836047397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576767685,0.139250869501654,0.034553158687243,0.109514357599622,0.359560781740201,0.238701481953752,0.0404771624092702,2.9094207132776,0.0254880083543319,0.252119691984562,0.0510626907375065,3.88761015360889
"64",2014-01-06,166640,14836214037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576767685,0.13924930543923,0.0345527705869939,0.109513127536986,0.35955674316213,0.238698800864435,0.0404767077707535,2.90938803473397,0.0254877220736338,0.252116860182232,0.0510621172025897,3.88756648806495
"65",2014-01-07,12004435,14848218472,64927,576832612,NA,NA,NA,NA,NA,NA,37469524,NA,NA,NA,576832612,0.139136725654719,0.0345248354855968,0.109424588752104,0.359266050001854,0.238505818504635,0.0404439833056357,2.90703586301596,0.0254671158505028,0.25235030095131,0.0510208346832035,3.8848607534147
"66",2014-01-08,392668,14848611140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576832612,0.139133046217008,0.0345239224845106,0.109421695044807,0.359256549296367,0.23849951127483,0.0404429137740892,2.90695898714201,0.0254664423786641,0.25234362760745,0.0510194854493307,3.88475801919344
"67",2014-01-09,600731,14849211871,NA,NA,NA,NA,NA,NA,NA,4281413,NA,NA,NA,NA,576832612,0.139127417532152,0.0345225258049657,0.109417268344935,0.359242015424268,0.238489862678585,0.0404412776393067,2.90684138491541,0.0288325941955307,0.25233341894176,0.0510174214349723,3.88460085970309
"68",2014-01-10,187364,14849399235,25673,576858285,NA,NA,NA,NA,NA,NA,37495197,NA,NA,NA,576858285,0.139125662075985,0.0345220902130321,0.109415887759987,0.359237482646886,0.238486853505357,0.0404407673668422,2.90680470751045,0.0288322303969626,0.25250312424508,0.051016777716799,3.88472473445489
"69",2014-01-11,36648,14849435883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576858285,0.139125318717671,0.0345220050134614,0.109415617724581,0.359236596058644,0.238486264926351,0.0404406675601389,2.90679753359625,0.0288321592398097,0.252502501074303,0.0510166518087925,3.88471514706092
"70",2014-01-13,37457,14849473340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576858285,0.139124967781517,0.0345219179335555,0.109415341729554,0.359235689903599,0.23848566335754,0.0404405655507241,2.90679020135538,0.0288320865122345,0.252501864150288,0.0510165231220247,3.88470534807533
"71",2014-01-15,80000,14849553340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576858285,0.139124218264197,0.0345217319512992,0.109414752268906,0.359233754568944,0.238484378547645,0.0404403476825384,2.90677454140853,0.0288319311831907,0.252500503829969,0.0510162482772697,3.88468441974026
"72",2014-01-16,231777,14849785117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576858285,0.139122046798841,0.0345211931324945,0.109413044512003,0.359228147610912,0.238480656258509,0.0404397164853601,2.90672917216732,0.0288314811713918,0.252496562775683,0.0510154520103282,3.88462378717934
"73",2014-01-17,413478,14850198595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576858285,0.139118173186963,0.0345202319498004,0.109409998095719,0.35921814552676,0.238474016178637,0.0404385905116577,2.90664823933959,0.0288306784088499,0.252489532447226,0.0510140315736296,3.88451562657368
"74",2014-01-21,51490,14850250085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576858285,0.13911769082507,0.0345201122584327,0.109409618740438,0.359216900016267,0.23847318932205,0.0404384502996739,2.90663816117141,0.028830578444767,0.252488656994897,0.0510138546936127,3.88450215786383
"75",2014-01-22,120692,14850370777,27133,576885418,431670169,NA,NA,NA,NA,NA,NA,NA,NA,NA,576885418,0.139116560187149,0.0345198317064215,0.109408729546093,0.359213980587065,0.238471251201676,0.0404381216481192,2.90679724757151,0.0288303441327605,0.252486604967951,0.051013440093584,3.88465329696327
"76",2014-01-23,67432,14850438209,67432,576952850,431702100,NA,NA,NA,NA,NA,NA,NA,NA,NA,576952850,0.139115928494821,0.0345196749607916,0.109408232749342,0.359212349489262,0.238470168365387,0.0404379380290649,2.9069990657809,0.0288302132216225,0.252485458491564,0.0510132084547432,3.88508973189991
"77",2014-01-28,950000,14851388209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576952850,0.13910702965451,0.0345174668378369,0.109401234223706,0.359189371722658,0.238454914124048,0.0404353513320783,2.9068131135269,0.028828369036946,0.252469307732982,0.0510099452885428,3.88484121403792
"78",2014-01-29,189969,14851578178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576952850,0.139105250313419,0.034517025319193,0.109399834854372,0.359184777271823,0.238451864007688,0.0404348341167921,2.90677593199819,0.0288280002884957,0.252466078356188,0.0510092928118713,3.88479152238955
"79",2014-01-31,1982376013,16833954191,97378019,674330869,486274474,27087790,47625158,5699974,60670622,4712192,44639833,8936487,21582093,7591744,674330869,0.160911629511752,0.0338599828378255,0.128205724900561,0.3604062439022,0.282911296179373,0.0450978059810737,2.88865271036545,0.0279921873763878,0.265177346293754,0.0530860836295833,4.00577821080516
"80",2014-02-04,11216697,16845170888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674330869,0.160804483255771,0.0338374364849008,0.128120356531227,0.360166260131086,0.28272291398318,0.0450677766968107,2.88672924266033,0.0279735482134932,0.265000772605994,0.053050735189431,4.00311088254007
"81",2014-02-06,43143,16845214031,43143,674374012,486317617,NA,NA,NA,NA,NA,NA,NA,NA,NA,674374012,0.160804071412514,0.0338373498223912,0.128120028396688,0.360165337693833,0.282722189889402,0.0450676612717952,2.88697796362241,0.0279734765692393,0.265000093901152,0.0530505993189182,4.00335674428926
"82",2014-02-11,38948,16845252979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674374012,0.160803699616555,0.0338372715868727,0.128119732169681,0.360164504953618,0.282721536205906,0.0450675570706132,2.88697128862513,0.0279734118916137,0.26499948119301,0.0530504766603422,4.00334748810661
"83",2014-02-12,26220,16845279199,26220,674400232,486343837,NA,NA,NA,NA,NA,NA,NA,NA,NA,674400232,0.160803449322514,0.0338372189185108,0.128119532748862,0.360163944350662,0.282721096144415,0.0450674869220967,2.887122446916,0.0279733683504619,0.264999068716237,0.0530503940862583,4.00349690873651
"84",2014-02-15,165656,16845444855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674400232,0.160801868001485,0.0338368861675277,0.128118272837384,0.360160402543433,0.28271831590048,0.0450670437340611,2.88709405531458,0.0279730932638525,0.264996462748505,0.0530498723953111,4.00345753884812
"85",2014-02-21,29398,16845474253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674400232,0.160801587376953,0.0338368271168435,0.128118049250863,0.360159774006928,0.282717822512586,0.0450669650849871,2.88708901688171,0.0279730444464086,0.264996000288031,0.0530497798149465,4.00345055218553
"86",2014-02-22,31267,16845505520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674400232,0.160801288912581,0.0338367643121938,0.128117811450517,0.360159105513148,0.282717297759076,0.0450668814360402,2.88708365814599,0.0279729925255458,0.264995508428055,0.05304968134907,4.00344312136737
"87",2014-02-24,233535,16845739055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674400232,0.160799059700263,0.0338362952280695,0.128116035334135,0.360154112573602,0.282713378406894,0.0450662566671225,2.88704363407344,0.0279726047317667,0.264991834755688,0.0530489459134033,4.00338762103661
"88",2014-02-28,1876290426,18722029481,87314686,761714918,543292704,31002794,57084942,6391191,69146805,5541342,50530876,9901586,21638379,9151311,761714918,0.165595263224337,0.0341372766584204,0.115577101413923,0.369333917939684,0.304907873678612,0.0488799091427945,2.90189001438845,0.0295979771083237,0.269900632574482,0.0528873539594017,4.06854886524468
"89",2014-03-05,2118177,18724147658,NA,NA,NA,NA,NA,NA,NA,NA,NA,9963221,NA,NA,761714918,0.165576530191236,0.0341334148647847,0.115564026706203,0.369292136886437,0.304873380848447,0.0488743795827205,2.90156173687231,0.0295946288248396,0.269870099953043,0.0532105449176115,4.06808860896027
"90",2014-03-06,702591,18724850249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761714918,0.165570317453704,0.0341321341159528,0.115559690530265,0.369278280362711,0.304861941435546,0.0488725457256393,2.90145286491151,0.0295935183796513,0.269859973927955,0.0532085483595901,4.06793596675455
"91",2014-03-07,12080404,18736930653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761714918,0.165463568041952,0.0341101278451746,0.115485184850889,0.369040192764597,0.304665385474221,0.0488410357570212,2.89958218910851,0.0295744383251628,0.269685985051716,0.053174242806971,4.06531321541739
"92",2014-03-08,37457,18736968110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761714918,0.165463237264377,0.0341100596557508,0.115484953984906,0.369039455017784,0.304664776418835,0.0488409381190968,2.89957639256504,0.0295743792030182,0.269685445923513,0.0531741365065492,4.06530508846556
"93",2014-03-11,6742671,18743710781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761714918,0.165403715210046,0.0340977892514143,0.115443410607542,0.368906700534946,0.304555179425119,0.0488233685790566,2.89853332858039,0.0295637404180239,0.269588432036744,0.0531550081859962,4.06384267715084
"94",2014-03-12,324366,18744035147,161684,761876602,543421283,NA,NA,6424296,NA,NA,NA,NA,NA,NA,761876602,0.165400852894591,0.0342738153744244,0.115441412856416,0.368900316595208,0.304549909090074,0.0488225236894345,2.89916914228031,0.0295632288167519,0.269583766802142,0.0531540883372416,4.06463494132926
"95",2014-03-13,68620,18744103767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761876602,0.165400247381164,0.034273689901943,0.115440990238731,0.368898966093736,0.304548794168015,0.0488223449558115,2.89915852875677,0.0295631205891841,0.269582779887093,0.0531538937462605,4.06462006116998
"96",2014-03-14,33863452,18777967219,31200,761907802,543452483,NA,NA,NA,NA,NA,NA,NA,NA,NA,761907802,0.16510197104099,0.0342118820694273,0.115232808469842,0.368233708119565,0.303999582778268,0.0487343006475189,2.89409645177206,0.0295098076132178,0.269096624840583,0.0530580380922115,4.05745623641884
"97",2014-03-15,80614,18778047833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761907802,0.165101262259629,0.0342117351981079,0.115232313776373,0.368232127295381,0.303998277710639,0.0487340914315798,2.89408402744055,0.0295096809278641,0.269095469611056,0.0530578103145042,4.05743881779364
"98",2014-03-19,7430446,18785478279,644850,762552652,543942124,NA,NA,NA,NA,NA,NA,9999056,NA,NA,762552652,0.165035957773072,0.0341982030193057,0.115186734554367,0.368086476016414,0.303878033618204,0.0487148150506773,2.8955457823401,0.0294980086090998,0.268989031045793,0.0532275827716231,4.05926663497541
"99",2014-03-20,270829,18785749108,75644,762628296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762628296,0.165033578494867,0.0341977099931787,0.115185073938761,0.368081169414498,0.303873652691817,0.0487141127425303,2.89550403804956,0.0294975833443884,0.268985153104601,0.0532268154041398,4.05961078057426
"100",2014-03-21,29643,18785778751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762628296,0.165033318080304,0.0341976560309379,0.115184892182594,0.3680805886012,0.303873173194703,0.0487140358741469,2.89549946909199,0.0294975367987075,0.268984728659759,0.0532267314149419,4.05960437471566
