"","LAD19CD","threeyears","ccg19cd","LAD19NM","Treatable_mortality_rate","Preventable_mortality_rate","year","Broad_RUC11","one.x","one.y","include","Unemployment_percent","Qual_lvl4_percent","BAME_percent","Est_Population","Managerial_occupation","Professional_occupation","Local_Authority_Expenditure","Claimant_percent","GDHI_per_person","Local_Authority_Spend_per_pop","professional_and_managerial"
"390","E07000047","X2011.2013","E38000230","West Devon",72,109.5,"2013","Predominantly Rural",1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","E07000047","X2012.2014","E38000230","West Devon",70.2,108.6,"2014","Predominantly Rural",1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","E07000047","X2013.2015","E38000230","West Devon",75.9,108,"2015","Predominantly Rural",1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","E07000047","X2014.2016","E38000230","West Devon",73.9,108,"2016","Predominantly Rural",1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","E07000047","X2015.2017","E38000230","West Devon",78.3,110.1,"2017","Predominantly Rural",1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","E07000047","X2016.2018","E38000230","West Devon",76.4,115.9,"2018","Predominantly Rural",1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","E07000047","X2017.2019","E38000230","West Devon",77.3,121.1,"2019","Predominantly Rural",1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","E07000061","X2009.2011","E38000055","Eastbourne",87.2,169.2,"2011","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","E07000061","X2010.2012","E38000055","Eastbourne",88.4,163.9,"2012","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","E07000061","X2011.2013","E38000055","Eastbourne",86.8,146.9,"2013","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","E07000061","X2012.2014","E38000055","Eastbourne",87.8,135.5,"2014","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","E07000061","X2013.2015","E38000055","Eastbourne",82.8,132.9,"2015","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","E07000061","X2014.2016","E38000055","Eastbourne",81.9,142.3,"2016","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","E07000061","X2015.2017","E38000055","Eastbourne",81.2,159.9,"2017","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","E07000061","X2016.2018","E38000055","Eastbourne",82.7,166.5,"2018","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","E07000061","X2017.2019","E38000055","Eastbourne",78.5,168.6,"2019","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","E07000063","X2009.2011","E38000055","Lewes",68.6,131.3,"2011","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","E07000063","X2010.2012","E38000055","Lewes",69.1,126.1,"2012","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","E07000063","X2011.2013","E38000055","Lewes",72,127.2,"2013","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","E07000063","X2012.2014","E38000055","Lewes",66.7,116.8,"2014","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","E07000063","X2013.2015","E38000055","Lewes",70.2,116.8,"2015","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","E07000063","X2014.2016","E38000055","Lewes",71.5,109.1,"2016","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","E07000063","X2015.2017","E38000055","Lewes",68.9,107.8,"2017","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","E07000063","X2016.2018","E38000055","Lewes",66.6,109.4,"2018","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","E07000063","X2017.2019","E38000055","Lewes",68.8,113.3,"2019","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","E07000065","X2009.2011","E38000055","Wealden",67.8,113.9,"2011","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","E07000065","X2010.2012","E38000055","Wealden",69.2,110.6,"2012","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","E07000065","X2011.2013","E38000055","Wealden",70.7,105.8,"2013","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","E07000065","X2012.2014","E38000055","Wealden",63.6,102.4,"2014","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","E07000065","X2013.2015","E38000055","Wealden",63.3,101.5,"2015","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","E07000065","X2014.2016","E38000055","Wealden",60.8,104.4,"2016","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","E07000065","X2015.2017","E38000055","Wealden",65.2,104.9,"2017","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","E07000065","X2016.2018","E38000055","Wealden",66,107.3,"2018","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","E07000065","X2017.2019","E38000055","Wealden",65.2,97.8,"2019","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","E07000067","X2009.2011","E38000106","Braintree",88.4,132,"2011","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","E07000067","X2010.2012","E38000106","Braintree",83.5,130.1,"2012","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","E07000067","X2011.2013","E38000106","Braintree",81.7,119.8,"2013","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","E07000067","X2012.2014","E38000106","Braintree",73.3,115.2,"2014","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","E07000067","X2013.2015","E38000106","Braintree",75.8,118.4,"2015","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","E07000067","X2014.2016","E38000106","Braintree",74.3,124.6,"2016","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","E07000067","X2015.2017","E38000106","Braintree",77.4,128.5,"2017","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","E07000067","X2016.2018","E38000106","Braintree",72.4,123.1,"2018","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","E07000067","X2017.2019","E38000106","Braintree",69.3,119.1,"2019","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","E07000070","X2009.2011","E38000106","Chelmsford",72.3,116,"2011","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","E07000070","X2010.2012","E38000106","Chelmsford",67.6,112.9,"2012","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","E07000070","X2011.2013","E38000106","Chelmsford",68.2,107.2,"2013","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","E07000070","X2012.2014","E38000106","Chelmsford",67.6,105.1,"2014","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","E07000070","X2013.2015","E38000106","Chelmsford",69.2,111.2,"2015","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","E07000070","X2014.2016","E38000106","Chelmsford",66,112.4,"2016","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","E07000070","X2015.2017","E38000106","Chelmsford",67,111.9,"2017","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","E07000070","X2016.2018","E38000106","Chelmsford",68.9,107.4,"2018","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","E07000070","X2017.2019","E38000106","Chelmsford",67.8,106,"2019","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","E07000072","X2009.2011","E38000197","Epping Forest",88.2,135.8,"2011","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","E07000072","X2010.2012","E38000197","Epping Forest",84.9,144.4,"2012","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","E07000072","X2011.2013","E38000197","Epping Forest",73.8,140.1,"2013","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","E07000072","X2012.2014","E38000197","Epping Forest",74.8,136.7,"2014","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","E07000072","X2013.2015","E38000197","Epping Forest",69.5,121.5,"2015","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","E07000072","X2014.2016","E38000197","Epping Forest",71.7,120.7,"2016","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","E07000072","X2015.2017","E38000197","Epping Forest",70.5,106.6,"2017","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","E07000072","X2016.2018","E38000197","Epping Forest",70.7,111.5,"2018","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","E07000072","X2017.2019","E38000197","Epping Forest",73.5,116.1,"2019","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","E07000073","X2009.2011","E38000197","Harlow",109.4,187.7,"2011","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","E07000073","X2010.2012","E38000197","Harlow",97.2,181.5,"2012","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","E07000073","X2011.2013","E38000197","Harlow",93.3,169.1,"2013","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","E07000073","X2012.2014","E38000197","Harlow",84,163.4,"2014","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","E07000073","X2013.2015","E38000197","Harlow",86.5,163.8,"2015","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","E07000073","X2014.2016","E38000197","Harlow",92.6,164.7,"2016","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","E07000073","X2015.2017","E38000197","Harlow",99.6,161.2,"2017","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","E07000073","X2016.2018","E38000197","Harlow",100.6,160.8,"2018","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","E07000073","X2017.2019","E38000197","Harlow",93.8,151.9,"2019","Predominantly Urban",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","E07000074","X2009.2011","E38000106","Maldon",72,128.3,"2011","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","E07000074","X2010.2012","E38000106","Maldon",73.7,122,"2012","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","E07000074","X2011.2013","E38000106","Maldon",70.6,122.6,"2013","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","E07000074","X2012.2014","E38000106","Maldon",63.2,110.8,"2014","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","E07000074","X2013.2015","E38000106","Maldon",64.6,122.3,"2015","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","E07000074","X2014.2016","E38000106","Maldon",65.4,132.7,"2016","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","E07000074","X2015.2017","E38000106","Maldon",77.3,134.5,"2017","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","E07000074","X2016.2018","E38000106","Maldon",80.1,127.9,"2018","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","E07000074","X2017.2019","E38000106","Maldon",74.2,115.8,"2019","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","E07000077","X2009.2011","E38000197","Uttlesford",74,100.7,"2011","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","E07000077","X2010.2012","E38000197","Uttlesford",74.8,98.9,"2012","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","E07000077","X2011.2013","E38000197","Uttlesford",68.7,95.4,"2013","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","E07000077","X2012.2014","E38000197","Uttlesford",63.9,95.6,"2014","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","E07000077","X2013.2015","E38000197","Uttlesford",66.9,106.5,"2015","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","E07000077","X2014.2016","E38000197","Uttlesford",71.6,107.1,"2016","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","E07000077","X2015.2017","E38000197","Uttlesford",66.7,100.5,"2017","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","E07000077","X2016.2018","E38000197","Uttlesford",59.4,93.5,"2018","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","E07000077","X2017.2019","E38000197","Uttlesford",50.3,93,"2019","Predominantly Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","E07000078","X2009.2011","E38000062","Cheltenham",81.6,148.9,"2011","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","E07000078","X2010.2012","E38000062","Cheltenham",79.3,141.4,"2012","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","E07000078","X2011.2013","E38000062","Cheltenham",84.2,138.6,"2013","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","E07000078","X2012.2014","E38000062","Cheltenham",77.8,136,"2014","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","E07000078","X2013.2015","E38000062","Cheltenham",76.9,133.6,"2015","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","E07000078","X2014.2016","E38000062","Cheltenham",77.5,136.9,"2016","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","E07000078","X2015.2017","E38000062","Cheltenham",82.9,141.2,"2017","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","E07000078","X2016.2018","E38000062","Cheltenham",84.4,142.6,"2018","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","E07000078","X2017.2019","E38000062","Cheltenham",80.3,139.9,"2019","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","E07000079","X2009.2011","E38000062","Cotswold",64.3,118.2,"2011","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","E07000079","X2010.2012","E38000062","Cotswold",63.7,108,"2012","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","E07000079","X2011.2013","E38000062","Cotswold",68.7,108.4,"2013","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","E07000079","X2012.2014","E38000062","Cotswold",64.6,105.4,"2014","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","E07000079","X2013.2015","E38000062","Cotswold",64.2,106.6,"2015","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","E07000079","X2014.2016","E38000062","Cotswold",62.1,100.5,"2016","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","E07000079","X2015.2017","E38000062","Cotswold",68.8,100.4,"2017","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","E07000079","X2016.2018","E38000062","Cotswold",66.9,94,"2018","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","E07000079","X2017.2019","E38000062","Cotswold",67.2,90.5,"2019","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","E07000080","X2009.2011","E38000062","Forest of Dean",81.7,149.9,"2011","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","E07000080","X2010.2012","E38000062","Forest of Dean",80.8,140.5,"2012","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","E07000080","X2011.2013","E38000062","Forest of Dean",83.6,130.4,"2013","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","E07000080","X2012.2014","E38000062","Forest of Dean",79.6,122,"2014","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","E07000080","X2013.2015","E38000062","Forest of Dean",82.4,129.3,"2015","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","E07000080","X2014.2016","E38000062","Forest of Dean",73.8,125.3,"2016","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","E07000080","X2015.2017","E38000062","Forest of Dean",69.5,118.9,"2017","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","E07000080","X2016.2018","E38000062","Forest of Dean",66,118.3,"2018","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","E07000080","X2017.2019","E38000062","Forest of Dean",68.3,117.5,"2019","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","E07000081","X2009.2011","E38000062","Gloucester",109.6,185.2,"2011","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","E07000081","X2010.2012","E38000062","Gloucester",101.7,180.6,"2012","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","E07000081","X2011.2013","E38000062","Gloucester",94.2,164.5,"2013","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","E07000081","X2012.2014","E38000062","Gloucester",87.6,160.7,"2014","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","E07000081","X2013.2015","E38000062","Gloucester",96.2,161.6,"2015","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","E07000081","X2014.2016","E38000062","Gloucester",100.1,181.3,"2016","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","E07000081","X2015.2017","E38000062","Gloucester",100.4,179.1,"2017","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","E07000081","X2016.2018","E38000062","Gloucester",93.4,183.5,"2018","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","E07000081","X2017.2019","E38000062","Gloucester",90.4,169.9,"2019","Predominantly Urban",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","E07000082","X2009.2011","E38000062","Stroud",77,126.2,"2011","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","E07000082","X2010.2012","E38000062","Stroud",72.2,123.2,"2012","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","E07000082","X2011.2013","E38000062","Stroud",73.2,125.7,"2013","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","E07000082","X2012.2014","E38000062","Stroud",72.2,121.5,"2014","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","E07000082","X2013.2015","E38000062","Stroud",67,123.3,"2015","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","E07000082","X2014.2016","E38000062","Stroud",63,119.3,"2016","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","E07000082","X2015.2017","E38000062","Stroud",59.6,115.6,"2017","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","E07000082","X2016.2018","E38000062","Stroud",61.8,115.2,"2018","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","E07000082","X2017.2019","E38000062","Stroud",62.1,114.6,"2019","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","E07000083","X2009.2011","E38000062","Tewkesbury",83.4,132.8,"2011","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","E07000083","X2010.2012","E38000062","Tewkesbury",80.6,129.3,"2012","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","E07000083","X2011.2013","E38000062","Tewkesbury",82.5,133.6,"2013","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","E07000083","X2012.2014","E38000062","Tewkesbury",77.5,127.4,"2014","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","E07000083","X2013.2015","E38000062","Tewkesbury",72.3,119.7,"2015","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","E07000083","X2014.2016","E38000062","Tewkesbury",71.5,116.4,"2016","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","E07000083","X2015.2017","E38000062","Tewkesbury",68.7,111.3,"2017","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","E07000083","X2016.2018","E38000062","Tewkesbury",68.9,114.9,"2018","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","E07000083","X2017.2019","E38000062","Tewkesbury",68.9,110.1,"2019","Predominantly Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","E07000084","X2009.2011","E38000198","Basingstoke and Deane",86.5,131.1,"2011","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","E07000084","X2009.2011","E38000120","Basingstoke and Deane",86.5,131.1,"2011","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","E07000084","X2010.2012","E38000120","Basingstoke and Deane",82.7,129.8,"2012","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","E07000084","X2010.2012","E38000198","Basingstoke and Deane",82.7,129.8,"2012","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","E07000084","X2011.2013","E38000120","Basingstoke and Deane",78.6,119,"2013","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","E07000084","X2011.2013","E38000198","Basingstoke and Deane",78.6,119,"2013","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","E07000084","X2012.2014","E38000120","Basingstoke and Deane",76.3,117.6,"2014","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","E07000084","X2012.2014","E38000198","Basingstoke and Deane",76.3,117.6,"2014","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","E07000084","X2013.2015","E38000120","Basingstoke and Deane",74.4,121.6,"2015","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","E07000084","X2013.2015","E38000198","Basingstoke and Deane",74.4,121.6,"2015","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","E07000084","X2014.2016","E38000120","Basingstoke and Deane",73.1,127.6,"2016","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","E07000084","X2014.2016","E38000198","Basingstoke and Deane",73.1,127.6,"2016","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","E07000084","X2015.2017","E38000198","Basingstoke and Deane",74.1,125.3,"2017","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","E07000084","X2015.2017","E38000120","Basingstoke and Deane",74.1,125.3,"2017","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","E07000084","X2016.2018","E38000120","Basingstoke and Deane",72,120.1,"2018","Urban with Significant Rural",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","E07000084","X2016.2018","E38000198","Basingstoke and Deane",72,120.1,"2018","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","E07000084","X2017.2019","E38000198","Basingstoke and Deane",70.3,110.4,"2019","Urban with Significant Rural",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
